gene,term
TUBGCP2,REACTOME_MM_SFI1_PATHWAY
TUBGCP3,REACTOME_MM_SFI1_PATHWAY
TUBGCP4,REACTOME_MM_SFI1_PATHWAY
TUBGCP5,REACTOME_MM_SFI1_PATHWAY
TUBGCP6,REACTOME_MM_SFI1_PATHWAY
YWHAE,REACTOME_MM_SFI1_PATHWAY
YWHAG,REACTOME_MM_SFI1_PATHWAY
SLC2A4,REACTOME_MM_SFN_PATHWAY
SNCA,REACTOME_MM_SFN_PATHWAY
TBC1D4,REACTOME_MM_SFN_PATHWAY
TP53,REACTOME_MM_SFN_PATHWAY
TSC2,REACTOME_MM_SFN_PATHWAY
VAMP2,REACTOME_MM_SFN_PATHWAY
XPO1,REACTOME_MM_SFN_PATHWAY
SFRP4,REACTOME_MM_SFRP1_PATHWAY
WNT1,REACTOME_MM_SFRP1_PATHWAY
WNT10A,REACTOME_MM_SFRP1_PATHWAY
WNT10B,REACTOME_MM_SFRP1_PATHWAY
WNT11,REACTOME_MM_SFRP1_PATHWAY
WNT16,REACTOME_MM_SFRP1_PATHWAY
WNT2,REACTOME_MM_SFRP1_PATHWAY
WNT2B,REACTOME_MM_SFRP1_PATHWAY
WNT3,REACTOME_MM_SFRP1_PATHWAY
WNT3A,REACTOME_MM_SFRP1_PATHWAY
WNT4,REACTOME_MM_SFRP1_PATHWAY
WNT5A,REACTOME_MM_SFRP1_PATHWAY
WNT5B,REACTOME_MM_SFRP1_PATHWAY
WNT6,REACTOME_MM_SFRP1_PATHWAY
WNT7A,REACTOME_MM_SFRP1_PATHWAY
WNT7B,REACTOME_MM_SFRP1_PATHWAY
WNT8A,REACTOME_MM_SFRP1_PATHWAY
WNT8B,REACTOME_MM_SFRP1_PATHWAY
WNT9A,REACTOME_MM_SFRP1_PATHWAY
WNT9B,REACTOME_MM_SFRP1_PATHWAY
SFRP4,REACTOME_MM_SFRP2_PATHWAY
WNT1,REACTOME_MM_SFRP2_PATHWAY
WNT10A,REACTOME_MM_SFRP2_PATHWAY
WNT10B,REACTOME_MM_SFRP2_PATHWAY
WNT11,REACTOME_MM_SFRP2_PATHWAY
WNT16,REACTOME_MM_SFRP2_PATHWAY
WNT2,REACTOME_MM_SFRP2_PATHWAY
WNT2B,REACTOME_MM_SFRP2_PATHWAY
WNT3,REACTOME_MM_SFRP2_PATHWAY
WNT3A,REACTOME_MM_SFRP2_PATHWAY
WNT4,REACTOME_MM_SFRP2_PATHWAY
WNT5A,REACTOME_MM_SFRP2_PATHWAY
WNT5B,REACTOME_MM_SFRP2_PATHWAY
WNT6,REACTOME_MM_SFRP2_PATHWAY
WNT7A,REACTOME_MM_SFRP2_PATHWAY
WNT7B,REACTOME_MM_SFRP2_PATHWAY
WNT8A,REACTOME_MM_SFRP2_PATHWAY
WNT8B,REACTOME_MM_SFRP2_PATHWAY
WNT9A,REACTOME_MM_SFRP2_PATHWAY
WNT9B,REACTOME_MM_SFRP2_PATHWAY
SFRP5,REACTOME_MM_SFRP4_PATHWAY
WNT1,REACTOME_MM_SFRP4_PATHWAY
WNT10A,REACTOME_MM_SFRP4_PATHWAY
WNT10B,REACTOME_MM_SFRP4_PATHWAY
WNT11,REACTOME_MM_SFRP4_PATHWAY
WNT16,REACTOME_MM_SFRP4_PATHWAY
WNT2,REACTOME_MM_SFRP4_PATHWAY
WNT2B,REACTOME_MM_SFRP4_PATHWAY
WNT3,REACTOME_MM_SFRP4_PATHWAY
WNT3A,REACTOME_MM_SFRP4_PATHWAY
WNT4,REACTOME_MM_SFRP4_PATHWAY
WNT5A,REACTOME_MM_SFRP4_PATHWAY
WNT5B,REACTOME_MM_SFRP4_PATHWAY
WNT6,REACTOME_MM_SFRP4_PATHWAY
WNT7A,REACTOME_MM_SFRP4_PATHWAY
WNT7B,REACTOME_MM_SFRP4_PATHWAY
WNT8A,REACTOME_MM_SFRP4_PATHWAY
WNT8B,REACTOME_MM_SFRP4_PATHWAY
WNT9A,REACTOME_MM_SFRP4_PATHWAY
WNT9B,REACTOME_MM_SFRP4_PATHWAY
WNT1,REACTOME_MM_SFRP5_PATHWAY
WNT10A,REACTOME_MM_SFRP5_PATHWAY
WNT10B,REACTOME_MM_SFRP5_PATHWAY
WNT11,REACTOME_MM_SFRP5_PATHWAY
WNT16,REACTOME_MM_SFRP5_PATHWAY
WNT2,REACTOME_MM_SFRP5_PATHWAY
WNT2B,REACTOME_MM_SFRP5_PATHWAY
WNT3,REACTOME_MM_SFRP5_PATHWAY
WNT3A,REACTOME_MM_SFRP5_PATHWAY
WNT4,REACTOME_MM_SFRP5_PATHWAY
WNT5A,REACTOME_MM_SFRP5_PATHWAY
WNT5B,REACTOME_MM_SFRP5_PATHWAY
WNT6,REACTOME_MM_SFRP5_PATHWAY
WNT7A,REACTOME_MM_SFRP5_PATHWAY
WNT7B,REACTOME_MM_SFRP5_PATHWAY
WNT8A,REACTOME_MM_SFRP5_PATHWAY
WNT8B,REACTOME_MM_SFRP5_PATHWAY
WNT9A,REACTOME_MM_SFRP5_PATHWAY
WNT9B,REACTOME_MM_SFRP5_PATHWAY
SFRS11,REACTOME_MM_SFRS1_PATHWAY
SFRS2,REACTOME_MM_SFRS1_PATHWAY
SFRS3,REACTOME_MM_SFRS1_PATHWAY
SFRS4,REACTOME_MM_SFRS1_PATHWAY
SFRS5,REACTOME_MM_SFRS1_PATHWAY
SFRS6,REACTOME_MM_SFRS1_PATHWAY
SFRS7,REACTOME_MM_SFRS1_PATHWAY
SFRS9,REACTOME_MM_SFRS1_PATHWAY
SMC1A,REACTOME_MM_SFRS1_PATHWAY
SNRNP200,REACTOME_MM_SFRS1_PATHWAY
SNRNP40,REACTOME_MM_SFRS1_PATHWAY
SNRNP70,REACTOME_MM_SFRS1_PATHWAY
SNRPA,REACTOME_MM_SFRS1_PATHWAY
SNRPA1,REACTOME_MM_SFRS1_PATHWAY
SNRPB,REACTOME_MM_SFRS1_PATHWAY
SNRPB2,REACTOME_MM_SFRS1_PATHWAY
SNRPD1,REACTOME_MM_SFRS1_PATHWAY
SNRPD2,REACTOME_MM_SFRS1_PATHWAY
SNRPD3,REACTOME_MM_SFRS1_PATHWAY
SNRPE,REACTOME_MM_SFRS1_PATHWAY
SNRPF,REACTOME_MM_SFRS1_PATHWAY
SNRPG,REACTOME_MM_SFRS1_PATHWAY
SRRM1,REACTOME_MM_SFRS1_PATHWAY
THOC4,REACTOME_MM_SFRS1_PATHWAY
TPR,REACTOME_MM_SFRS1_PATHWAY
TXNL4A,REACTOME_MM_SFRS1_PATHWAY
U2AF1,REACTOME_MM_SFRS1_PATHWAY
U2AF2,REACTOME_MM_SFRS1_PATHWAY
UPF3B,REACTOME_MM_SFRS1_PATHWAY
YBX1,REACTOME_MM_SFRS1_PATHWAY
SFRS2,REACTOME_MM_SFRS11_PATHWAY
SFRS3,REACTOME_MM_SFRS11_PATHWAY
SFRS4,REACTOME_MM_SFRS11_PATHWAY
SFRS5,REACTOME_MM_SFRS11_PATHWAY
SFRS6,REACTOME_MM_SFRS11_PATHWAY
SFRS7,REACTOME_MM_SFRS11_PATHWAY
SFRS9,REACTOME_MM_SFRS11_PATHWAY
SMC1A,REACTOME_MM_SFRS11_PATHWAY
SNRNP200,REACTOME_MM_SFRS11_PATHWAY
SNRNP40,REACTOME_MM_SFRS11_PATHWAY
SNRNP70,REACTOME_MM_SFRS11_PATHWAY
SNRPA,REACTOME_MM_SFRS11_PATHWAY
SNRPA1,REACTOME_MM_SFRS11_PATHWAY
SNRPB,REACTOME_MM_SFRS11_PATHWAY
SNRPB2,REACTOME_MM_SFRS11_PATHWAY
SNRPD1,REACTOME_MM_SFRS11_PATHWAY
SNRPD2,REACTOME_MM_SFRS11_PATHWAY
SNRPD3,REACTOME_MM_SFRS11_PATHWAY
SNRPE,REACTOME_MM_SFRS11_PATHWAY
SNRPF,REACTOME_MM_SFRS11_PATHWAY
SNRPG,REACTOME_MM_SFRS11_PATHWAY
SRRM1,REACTOME_MM_SFRS11_PATHWAY
THOC4,REACTOME_MM_SFRS11_PATHWAY
TPR,REACTOME_MM_SFRS11_PATHWAY
TXNL4A,REACTOME_MM_SFRS11_PATHWAY
U2AF1,REACTOME_MM_SFRS11_PATHWAY
U2AF2,REACTOME_MM_SFRS11_PATHWAY
UPF3B,REACTOME_MM_SFRS11_PATHWAY
YBX1,REACTOME_MM_SFRS11_PATHWAY
SFRS3,REACTOME_MM_SFRS2_PATHWAY
SFRS4,REACTOME_MM_SFRS2_PATHWAY
SFRS5,REACTOME_MM_SFRS2_PATHWAY
SFRS6,REACTOME_MM_SFRS2_PATHWAY
SFRS7,REACTOME_MM_SFRS2_PATHWAY
SFRS9,REACTOME_MM_SFRS2_PATHWAY
SMC1A,REACTOME_MM_SFRS2_PATHWAY
SNRNP200,REACTOME_MM_SFRS2_PATHWAY
SNRNP40,REACTOME_MM_SFRS2_PATHWAY
SNRNP70,REACTOME_MM_SFRS2_PATHWAY
SNRPA,REACTOME_MM_SFRS2_PATHWAY
SNRPA1,REACTOME_MM_SFRS2_PATHWAY
SNRPB,REACTOME_MM_SFRS2_PATHWAY
SNRPB2,REACTOME_MM_SFRS2_PATHWAY
SNRPC,REACTOME_MM_SFRS2_PATHWAY
SNRPD1,REACTOME_MM_SFRS2_PATHWAY
SNRPD2,REACTOME_MM_SFRS2_PATHWAY
SNRPD3,REACTOME_MM_SFRS2_PATHWAY
SNRPE,REACTOME_MM_SFRS2_PATHWAY
SNRPF,REACTOME_MM_SFRS2_PATHWAY
SNRPG,REACTOME_MM_SFRS2_PATHWAY
SRRM1,REACTOME_MM_SFRS2_PATHWAY
THOC4,REACTOME_MM_SFRS2_PATHWAY
TPR,REACTOME_MM_SFRS2_PATHWAY
TXNL4A,REACTOME_MM_SFRS2_PATHWAY
U2AF1,REACTOME_MM_SFRS2_PATHWAY
U2AF2,REACTOME_MM_SFRS2_PATHWAY
UPF3B,REACTOME_MM_SFRS2_PATHWAY
YBX1,REACTOME_MM_SFRS2_PATHWAY
SFRS4,REACTOME_MM_SFRS3_PATHWAY
SFRS5,REACTOME_MM_SFRS3_PATHWAY
SFRS6,REACTOME_MM_SFRS3_PATHWAY
SFRS7,REACTOME_MM_SFRS3_PATHWAY
SFRS9,REACTOME_MM_SFRS3_PATHWAY
SMC1A,REACTOME_MM_SFRS3_PATHWAY
SNRNP200,REACTOME_MM_SFRS3_PATHWAY
SNRNP40,REACTOME_MM_SFRS3_PATHWAY
SNRNP70,REACTOME_MM_SFRS3_PATHWAY
SNRPA,REACTOME_MM_SFRS3_PATHWAY
SNRPA1,REACTOME_MM_SFRS3_PATHWAY
SNRPB,REACTOME_MM_SFRS3_PATHWAY
SNRPB2,REACTOME_MM_SFRS3_PATHWAY
SNRPD1,REACTOME_MM_SFRS3_PATHWAY
SNRPD2,REACTOME_MM_SFRS3_PATHWAY
SNRPD3,REACTOME_MM_SFRS3_PATHWAY
SNRPE,REACTOME_MM_SFRS3_PATHWAY
SNRPF,REACTOME_MM_SFRS3_PATHWAY
SNRPG,REACTOME_MM_SFRS3_PATHWAY
SRRM1,REACTOME_MM_SFRS3_PATHWAY
THOC4,REACTOME_MM_SFRS3_PATHWAY
TPR,REACTOME_MM_SFRS3_PATHWAY
TXNL4A,REACTOME_MM_SFRS3_PATHWAY
U2AF1,REACTOME_MM_SFRS3_PATHWAY
U2AF2,REACTOME_MM_SFRS3_PATHWAY
UPF3B,REACTOME_MM_SFRS3_PATHWAY
YBX1,REACTOME_MM_SFRS3_PATHWAY
SFRS5,REACTOME_MM_SFRS4_PATHWAY
SFRS6,REACTOME_MM_SFRS4_PATHWAY
SFRS7,REACTOME_MM_SFRS4_PATHWAY
SFRS9,REACTOME_MM_SFRS4_PATHWAY
SMC1A,REACTOME_MM_SFRS4_PATHWAY
SNRNP200,REACTOME_MM_SFRS4_PATHWAY
SNRNP40,REACTOME_MM_SFRS4_PATHWAY
SNRNP70,REACTOME_MM_SFRS4_PATHWAY
SNRPA,REACTOME_MM_SFRS4_PATHWAY
SNRPA1,REACTOME_MM_SFRS4_PATHWAY
SNRPB,REACTOME_MM_SFRS4_PATHWAY
SNRPB2,REACTOME_MM_SFRS4_PATHWAY
SNRPD1,REACTOME_MM_SFRS4_PATHWAY
SNRPD2,REACTOME_MM_SFRS4_PATHWAY
SNRPD3,REACTOME_MM_SFRS4_PATHWAY
SNRPE,REACTOME_MM_SFRS4_PATHWAY
SNRPF,REACTOME_MM_SFRS4_PATHWAY
SNRPG,REACTOME_MM_SFRS4_PATHWAY
SRRM1,REACTOME_MM_SFRS4_PATHWAY
THOC4,REACTOME_MM_SFRS4_PATHWAY
TPR,REACTOME_MM_SFRS4_PATHWAY
TXNL4A,REACTOME_MM_SFRS4_PATHWAY
U2AF1,REACTOME_MM_SFRS4_PATHWAY
U2AF2,REACTOME_MM_SFRS4_PATHWAY
UPF3B,REACTOME_MM_SFRS4_PATHWAY
YBX1,REACTOME_MM_SFRS4_PATHWAY
SFRS6,REACTOME_MM_SFRS5_PATHWAY
SFRS7,REACTOME_MM_SFRS5_PATHWAY
SFRS9,REACTOME_MM_SFRS5_PATHWAY
SMC1A,REACTOME_MM_SFRS5_PATHWAY
SNRNP200,REACTOME_MM_SFRS5_PATHWAY
SNRNP40,REACTOME_MM_SFRS5_PATHWAY
SNRNP70,REACTOME_MM_SFRS5_PATHWAY
SNRPA,REACTOME_MM_SFRS5_PATHWAY
SNRPA1,REACTOME_MM_SFRS5_PATHWAY
SNRPB,REACTOME_MM_SFRS5_PATHWAY
SNRPB2,REACTOME_MM_SFRS5_PATHWAY
SNRPD1,REACTOME_MM_SFRS5_PATHWAY
SNRPD2,REACTOME_MM_SFRS5_PATHWAY
SNRPD3,REACTOME_MM_SFRS5_PATHWAY
SNRPE,REACTOME_MM_SFRS5_PATHWAY
SNRPF,REACTOME_MM_SFRS5_PATHWAY
SNRPG,REACTOME_MM_SFRS5_PATHWAY
SRRM1,REACTOME_MM_SFRS5_PATHWAY
THOC4,REACTOME_MM_SFRS5_PATHWAY
TPR,REACTOME_MM_SFRS5_PATHWAY
TXNL4A,REACTOME_MM_SFRS5_PATHWAY
U2AF1,REACTOME_MM_SFRS5_PATHWAY
U2AF2,REACTOME_MM_SFRS5_PATHWAY
UPF3B,REACTOME_MM_SFRS5_PATHWAY
YBX1,REACTOME_MM_SFRS5_PATHWAY
SFRS7,REACTOME_MM_SFRS6_PATHWAY
SFRS9,REACTOME_MM_SFRS6_PATHWAY
SMC1A,REACTOME_MM_SFRS6_PATHWAY
SNRNP200,REACTOME_MM_SFRS6_PATHWAY
SNRNP40,REACTOME_MM_SFRS6_PATHWAY
SNRNP70,REACTOME_MM_SFRS6_PATHWAY
SNRPA,REACTOME_MM_SFRS6_PATHWAY
SNRPA1,REACTOME_MM_SFRS6_PATHWAY
SNRPB,REACTOME_MM_SFRS6_PATHWAY
SNRPB2,REACTOME_MM_SFRS6_PATHWAY
SNRPD1,REACTOME_MM_SFRS6_PATHWAY
SNRPD2,REACTOME_MM_SFRS6_PATHWAY
SNRPD3,REACTOME_MM_SFRS6_PATHWAY
SNRPE,REACTOME_MM_SFRS6_PATHWAY
SNRPF,REACTOME_MM_SFRS6_PATHWAY
SNRPG,REACTOME_MM_SFRS6_PATHWAY
SRRM1,REACTOME_MM_SFRS6_PATHWAY
THOC4,REACTOME_MM_SFRS6_PATHWAY
TPR,REACTOME_MM_SFRS6_PATHWAY
TXNL4A,REACTOME_MM_SFRS6_PATHWAY
U2AF1,REACTOME_MM_SFRS6_PATHWAY
U2AF2,REACTOME_MM_SFRS6_PATHWAY
UPF3B,REACTOME_MM_SFRS6_PATHWAY
YBX1,REACTOME_MM_SFRS6_PATHWAY
SFRS9,REACTOME_MM_SFRS7_PATHWAY
SMC1A,REACTOME_MM_SFRS7_PATHWAY
SNRNP200,REACTOME_MM_SFRS7_PATHWAY
SNRNP40,REACTOME_MM_SFRS7_PATHWAY
SNRNP70,REACTOME_MM_SFRS7_PATHWAY
SNRPA,REACTOME_MM_SFRS7_PATHWAY
SNRPA1,REACTOME_MM_SFRS7_PATHWAY
SNRPB,REACTOME_MM_SFRS7_PATHWAY
SNRPB2,REACTOME_MM_SFRS7_PATHWAY
SNRPD1,REACTOME_MM_SFRS7_PATHWAY
SNRPD2,REACTOME_MM_SFRS7_PATHWAY
SNRPD3,REACTOME_MM_SFRS7_PATHWAY
SNRPE,REACTOME_MM_SFRS7_PATHWAY
SNRPF,REACTOME_MM_SFRS7_PATHWAY
SNRPG,REACTOME_MM_SFRS7_PATHWAY
SRRM1,REACTOME_MM_SFRS7_PATHWAY
THOC4,REACTOME_MM_SFRS7_PATHWAY
TPR,REACTOME_MM_SFRS7_PATHWAY
TXNL4A,REACTOME_MM_SFRS7_PATHWAY
U2AF1,REACTOME_MM_SFRS7_PATHWAY
U2AF2,REACTOME_MM_SFRS7_PATHWAY
UPF3B,REACTOME_MM_SFRS7_PATHWAY
YBX1,REACTOME_MM_SFRS7_PATHWAY
SMC1A,REACTOME_MM_SFRS9_PATHWAY
SNRNP200,REACTOME_MM_SFRS9_PATHWAY
SNRNP40,REACTOME_MM_SFRS9_PATHWAY
SNRNP70,REACTOME_MM_SFRS9_PATHWAY
SNRPA,REACTOME_MM_SFRS9_PATHWAY
SNRPA1,REACTOME_MM_SFRS9_PATHWAY
SNRPB,REACTOME_MM_SFRS9_PATHWAY
SNRPB2,REACTOME_MM_SFRS9_PATHWAY
SNRPD1,REACTOME_MM_SFRS9_PATHWAY
SNRPD2,REACTOME_MM_SFRS9_PATHWAY
SNRPD3,REACTOME_MM_SFRS9_PATHWAY
SNRPE,REACTOME_MM_SFRS9_PATHWAY
SNRPF,REACTOME_MM_SFRS9_PATHWAY
SNRPG,REACTOME_MM_SFRS9_PATHWAY
SRRM1,REACTOME_MM_SFRS9_PATHWAY
THOC4,REACTOME_MM_SFRS9_PATHWAY
TPR,REACTOME_MM_SFRS9_PATHWAY
TXNL4A,REACTOME_MM_SFRS9_PATHWAY
U2AF1,REACTOME_MM_SFRS9_PATHWAY
U2AF2,REACTOME_MM_SFRS9_PATHWAY
UPF3B,REACTOME_MM_SFRS9_PATHWAY
YBX1,REACTOME_MM_SFRS9_PATHWAY
SRC,REACTOME_MM_SGK1_PATHWAY
SHC1,REACTOME_MM_SGMS1_PATHWAY
SMPD1,REACTOME_MM_SGMS1_PATHWAY
SOS1,REACTOME_MM_SGMS1_PATHWAY
SGOL2,REACTOME_MM_SGOL1_PATHWAY
SKA1,REACTOME_MM_SGOL1_PATHWAY
SPC24,REACTOME_MM_SGOL1_PATHWAY
SPC25,REACTOME_MM_SGOL1_PATHWAY
TAOK1,REACTOME_MM_SGOL1_PATHWAY
XPO1,REACTOME_MM_SGOL1_PATHWAY
ZW10,REACTOME_MM_SGOL1_PATHWAY
ZWILCH,REACTOME_MM_SGOL1_PATHWAY
ZWINT,REACTOME_MM_SGOL1_PATHWAY
SKA1,REACTOME_MM_SGOL2_PATHWAY
SPC24,REACTOME_MM_SGOL2_PATHWAY
SPC25,REACTOME_MM_SGOL2_PATHWAY
TAOK1,REACTOME_MM_SGOL2_PATHWAY
XPO1,REACTOME_MM_SGOL2_PATHWAY
ZW10,REACTOME_MM_SGOL2_PATHWAY
ZWILCH,REACTOME_MM_SGOL2_PATHWAY
ZWINT,REACTOME_MM_SGOL2_PATHWAY
SORBS1,REACTOME_MM_SH2B2_PATHWAY
SOCS3,REACTOME_MM_SH2B3_PATHWAY
VEGFA,REACTOME_MM_SH2D2A_PATHWAY
TCRB,REACTOME_MM_SH3BP2_PATHWAY
TRAC,REACTOME_MM_SH3BP2_PATHWAY
VAV1,REACTOME_MM_SH3BP2_PATHWAY
VAV2,REACTOME_MM_SH3BP2_PATHWAY
ZAP70,REACTOME_MM_SH3BP2_PATHWAY
SYK,REACTOME_MM_SH3BP5_PATHWAY
SH3KBP1,REACTOME_MM_SH3GL2_PATHWAY
SPRY1,REACTOME_MM_SH3GL2_PATHWAY
SPRY2,REACTOME_MM_SH3GL2_PATHWAY
STAM,REACTOME_MM_SH3GL2_PATHWAY
STAM2,REACTOME_MM_SH3GL2_PATHWAY
VAMP2,REACTOME_MM_SH3GL2_PATHWAY
VAMP7,REACTOME_MM_SH3GL2_PATHWAY
VAMP8,REACTOME_MM_SH3GL2_PATHWAY
WASL,REACTOME_MM_SH3GL3_PATHWAY
SPRY1,REACTOME_MM_SH3KBP1_PATHWAY
SPRY2,REACTOME_MM_SH3KBP1_PATHWAY
STAM,REACTOME_MM_SH3KBP1_PATHWAY
STAM2,REACTOME_MM_SH3KBP1_PATHWAY
SRC,REACTOME_MM_SHB_PATHWAY
VEGFA,REACTOME_MM_SHB_PATHWAY
SMPD1,REACTOME_MM_SHC1_PATHWAY
SOCS3,REACTOME_MM_SHC1_PATHWAY
SOS1,REACTOME_MM_SHC1_PATHWAY
SOS2,REACTOME_MM_SHC1_PATHWAY
SPRY1,REACTOME_MM_SHC1_PATHWAY
SPRY2,REACTOME_MM_SHC1_PATHWAY
SPRY3,REACTOME_MM_SHC1_PATHWAY
SPRY4,REACTOME_MM_SHC1_PATHWAY
SRC,REACTOME_MM_SHC1_PATHWAY
STAT1,REACTOME_MM_SHC1_PATHWAY
STAT3,REACTOME_MM_SHC1_PATHWAY
STAT4,REACTOME_MM_SHC1_PATHWAY
STAT5A,REACTOME_MM_SHC1_PATHWAY
STAT5B,REACTOME_MM_SHC1_PATHWAY
STAT6,REACTOME_MM_SHC1_PATHWAY
SYK,REACTOME_MM_SHC1_PATHWAY
TCRB,REACTOME_MM_SHC1_PATHWAY
TEC,REACTOME_MM_SHC1_PATHWAY
TEK,REACTOME_MM_SHC1_PATHWAY
TFF1,REACTOME_MM_SHC1_PATHWAY
TFF2,REACTOME_MM_SHC1_PATHWAY
TFF3,REACTOME_MM_SHC1_PATHWAY
TGFBR1,REACTOME_MM_SHC1_PATHWAY
TGFBR2,REACTOME_MM_SHC1_PATHWAY
THPO,REACTOME_MM_SHC1_PATHWAY
TRAC,REACTOME_MM_SHC1_PATHWAY
UGCG,REACTOME_MM_SHC1_PATHWAY
VEGFA,REACTOME_MM_SHC1_PATHWAY
VEGFC,REACTOME_MM_SHC1_PATHWAY
YWHAH,REACTOME_MM_SHC1_PATHWAY
ZAP70,REACTOME_MM_SHC1_PATHWAY
SYK,REACTOME_MM_SHC2_PATHWAY
VEGFA,REACTOME_MM_SHC2_PATHWAY
ZAP70,REACTOME_MM_SHC2_PATHWAY
SOS1,REACTOME_MM_SHC3_PATHWAY
SOS2,REACTOME_MM_SHC3_PATHWAY
SPRY1,REACTOME_MM_SHC3_PATHWAY
SPRY2,REACTOME_MM_SHC3_PATHWAY
SPRY4,REACTOME_MM_SHC3_PATHWAY
STAT1,REACTOME_MM_SHC3_PATHWAY
STAT3,REACTOME_MM_SHC3_PATHWAY
STAT4,REACTOME_MM_SHC3_PATHWAY
STAT5A,REACTOME_MM_SHC3_PATHWAY
STAT5B,REACTOME_MM_SHC3_PATHWAY
STAT6,REACTOME_MM_SHC3_PATHWAY
SYK,REACTOME_MM_SHC3_PATHWAY
ZAP70,REACTOME_MM_SHC3_PATHWAY
SYK,REACTOME_MM_SHC4_PATHWAY
ZAP70,REACTOME_MM_SHC4_PATHWAY
SMO,REACTOME_MM_SHH_PATHWAY
STIL,REACTOME_MM_SHH_PATHWAY
SUFU,REACTOME_MM_SHH_PATHWAY
TUBB4,REACTOME_MM_SHH_PATHWAY
TP53,REACTOME_MM_SHISA5_PATHWAY
SP1,REACTOME_MM_SIAH1_PATHWAY
TBL1X,REACTOME_MM_SIAH1_PATHWAY
TBL1XR1,REACTOME_MM_SIAH1_PATHWAY
TBL1Y,REACTOME_MM_SIAH1_PATHWAY
TP53,REACTOME_MM_SIAH1_PATHWAY
TBL1X,REACTOME_MM_SIAH2_PATHWAY
TBL1XR1,REACTOME_MM_SIAH2_PATHWAY
TBL1Y,REACTOME_MM_SIAH2_PATHWAY
TP53,REACTOME_MM_SIAH2_PATHWAY
TIRAP,REACTOME_MM_SIGIRR_PATHWAY
TLR1,REACTOME_MM_SIGIRR_PATHWAY
TLR10,REACTOME_MM_SIGIRR_PATHWAY
TLR2,REACTOME_MM_SIGIRR_PATHWAY
TLR4,REACTOME_MM_SIGIRR_PATHWAY
TLR5,REACTOME_MM_SIGIRR_PATHWAY
TLR6,REACTOME_MM_SIGIRR_PATHWAY
TLR7,REACTOME_MM_SIGIRR_PATHWAY
TLR8,REACTOME_MM_SIGIRR_PATHWAY
TLR9,REACTOME_MM_SIGIRR_PATHWAY
SPN,REACTOME_MM_SIGLEC1_PATHWAY
SIN3B,REACTOME_MM_SIN3A_PATHWAY
SKI,REACTOME_MM_SIN3A_PATHWAY
SMAD2,REACTOME_MM_SIN3A_PATHWAY
SMAD3,REACTOME_MM_SIN3A_PATHWAY
SMAD4,REACTOME_MM_SIN3A_PATHWAY
SMO,REACTOME_MM_SIN3A_PATHWAY
SP1,REACTOME_MM_SIN3A_PATHWAY
SP3,REACTOME_MM_SIN3A_PATHWAY
SUFU,REACTOME_MM_SIN3A_PATHWAY
TGIF1,REACTOME_MM_SIN3A_PATHWAY
UBE3A,REACTOME_MM_SIN3A_PATHWAY
WT1,REACTOME_MM_SIN3A_PATHWAY
ZNFX1,REACTOME_MM_SIN3A_PATHWAY
SKI,REACTOME_MM_SIN3B_PATHWAY
SMAD2,REACTOME_MM_SIN3B_PATHWAY
SMAD3,REACTOME_MM_SIN3B_PATHWAY
SMAD4,REACTOME_MM_SIN3B_PATHWAY
SMO,REACTOME_MM_SIN3B_PATHWAY
SP1,REACTOME_MM_SIN3B_PATHWAY
SP3,REACTOME_MM_SIN3B_PATHWAY
SUFU,REACTOME_MM_SIN3B_PATHWAY
TGIF1,REACTOME_MM_SIN3B_PATHWAY
UBE3A,REACTOME_MM_SIN3B_PATHWAY
WT1,REACTOME_MM_SIN3B_PATHWAY
ZNFX1,REACTOME_MM_SIN3B_PATHWAY
SMN1,REACTOME_MM_SIP1_PATHWAY
SNRPB,REACTOME_MM_SIP1_PATHWAY
SNRPD1,REACTOME_MM_SIP1_PATHWAY
SNRPD2,REACTOME_MM_SIP1_PATHWAY
SNRPD3,REACTOME_MM_SIP1_PATHWAY
SNRPE,REACTOME_MM_SIP1_PATHWAY
SNRPF,REACTOME_MM_SIP1_PATHWAY
SNRPG,REACTOME_MM_SIP1_PATHWAY
SNUPN,REACTOME_MM_SIP1_PATHWAY
TGS1,REACTOME_MM_SIP1_PATHWAY
TPR,REACTOME_MM_SIP1_PATHWAY
WDR77,REACTOME_MM_SIP1_PATHWAY
TP53,REACTOME_MM_SIRT1_PATHWAY
TP63,REACTOME_MM_SIRT1_PATHWAY
TP73,REACTOME_MM_SIRT1_PATHWAY
XRCC6,REACTOME_MM_SIRT1_PATHWAY
TUBA1B,REACTOME_MM_SIRT2_PATHWAY
TUBB2A,REACTOME_MM_SIRT2_PATHWAY
TP53,REACTOME_MM_SIVA1_PATHWAY
SPC24,REACTOME_MM_SKA1_PATHWAY
SPC25,REACTOME_MM_SKA1_PATHWAY
TAOK1,REACTOME_MM_SKA1_PATHWAY
XPO1,REACTOME_MM_SKA1_PATHWAY
ZW10,REACTOME_MM_SKA1_PATHWAY
ZWILCH,REACTOME_MM_SKA1_PATHWAY
ZWINT,REACTOME_MM_SKA1_PATHWAY
SMAD1,REACTOME_MM_SKI_PATHWAY
SMAD2,REACTOME_MM_SKI_PATHWAY
SMAD3,REACTOME_MM_SKI_PATHWAY
SMAD4,REACTOME_MM_SKI_PATHWAY
SMAD5,REACTOME_MM_SKI_PATHWAY
SMAD9,REACTOME_MM_SKI_PATHWAY
SMAD1,REACTOME_MM_SKIL_PATHWAY
