gene,term
CYP3A41B,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B38,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B34,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
AKR1C18,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP11B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B37,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
COMT,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP11A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP11B2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP17A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP19A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP1A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP1B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP21A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A11,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A13,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A16,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP7A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP7B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
H2-KE6,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD11B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD11B2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B3,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B7,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD3B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD3B2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD3B4,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD3B5,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD3B6,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
SULT1E1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
AKR1D1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
STS,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B5,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B36,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B35,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B6,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A44,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A10,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A7C,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A5,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A9,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A6B,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A41A,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
SULT2B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2A2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
HSD17B12,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
CYP3A25,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
SRD5A3,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2B1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2A3,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
SRD5A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT2A1,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
SRD5A2,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
UGT1A6A,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS
GM3244,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
GM3873,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC100046079,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC100047429,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC100048613,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC100504968,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB11,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1H,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX6B1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1B1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP4A,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP4B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5A1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5C1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5F1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5G1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5J,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5K,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1A,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1B2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0D1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1E1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0E,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0A1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0C,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX17,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX4I1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX5A,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX5B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX6A1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX6A2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX6C,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7A1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7A2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7C,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX8A,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX8B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0A4,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP8,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
CYTB,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND4,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND4L,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND5,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ND6,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA4,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS4,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFV1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP12A,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7A2L,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0A2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRQ,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRC1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS8,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX15,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5G3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB6,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
GM4943,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0D2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
TCIRG1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5L,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5O,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX6B2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1G3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS6,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA4L2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6AP1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5J2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS5,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
GM6415,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC631040,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC635087,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5D,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB5,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
SDHC,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA9,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7B,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1F,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCR10,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB9,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1G2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1G1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1C1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFC1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA12,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA7,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
CYC1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRH,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCR11,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRFS1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB7,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
SDHD,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
SDHA,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRC2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5E,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA6,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA13,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB8,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA10,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
UQCRB,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LOC675851,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
SDHB,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
PPA1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5G2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB4,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFC2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA5,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFB10,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA8,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1C2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX11,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFA11,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFAB1,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX10,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP5H,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFV2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1D,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
PPA2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V1E2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFS7,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX8C,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
ATP6V0E2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
LHPP,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX7B2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
NDUFV3,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
COX4I2,KEGG_MM_OXIDATIVE_PHOSPHORYLATION
GM15210,KEGG_MM_PURINE_METABOLISM
GM21685,KEGG_MM_PURINE_METABOLISM
LOC100862456,KEGG_MM_PURINE_METABOLISM
NT5M,KEGG_MM_PURINE_METABOLISM
ADCY4,KEGG_MM_PURINE_METABOLISM
ADCY3,KEGG_MM_PURINE_METABOLISM
GMPR2,KEGG_MM_PURINE_METABOLISM
NT5C3,KEGG_MM_PURINE_METABOLISM
ATIC,KEGG_MM_PURINE_METABOLISM
AMPD2,KEGG_MM_PURINE_METABOLISM
PDE4C,KEGG_MM_PURINE_METABOLISM
PRPS2,KEGG_MM_PURINE_METABOLISM
PDE6C,KEGG_MM_PURINE_METABOLISM
ADA,KEGG_MM_PURINE_METABOLISM
ADCY6,KEGG_MM_PURINE_METABOLISM
ADCY7,KEGG_MM_PURINE_METABOLISM
ADCY8,KEGG_MM_PURINE_METABOLISM
ADCY9,KEGG_MM_PURINE_METABOLISM
ADK,KEGG_MM_PURINE_METABOLISM
ADSL,KEGG_MM_PURINE_METABOLISM
ADSSL1,KEGG_MM_PURINE_METABOLISM
ADSS,KEGG_MM_PURINE_METABOLISM
AK1,KEGG_MM_PURINE_METABOLISM
AK2,KEGG_MM_PURINE_METABOLISM
AK4,KEGG_MM_PURINE_METABOLISM
AMPD3,KEGG_MM_PURINE_METABOLISM
APRT,KEGG_MM_PURINE_METABOLISM
ENTPD1,KEGG_MM_PURINE_METABOLISM
ENTPD2,KEGG_MM_PURINE_METABOLISM
ENTPD6,KEGG_MM_PURINE_METABOLISM
ENTPD5,KEGG_MM_PURINE_METABOLISM
DCK,KEGG_MM_PURINE_METABOLISM
FHIT,KEGG_MM_PURINE_METABOLISM
GART,KEGG_MM_PURINE_METABOLISM
GDA,KEGG_MM_PURINE_METABOLISM
GUCY2C,KEGG_MM_PURINE_METABOLISM
GUCY2D,KEGG_MM_PURINE_METABOLISM
GUCY2E,KEGG_MM_PURINE_METABOLISM
GUK1,KEGG_MM_PURINE_METABOLISM
HPRT,KEGG_MM_PURINE_METABOLISM
ITPA,KEGG_MM_PURINE_METABOLISM
NME7,KEGG_MM_PURINE_METABOLISM
NME1,KEGG_MM_PURINE_METABOLISM
NME2,KEGG_MM_PURINE_METABOLISM
NPR1,KEGG_MM_PURINE_METABOLISM
PDE1A,KEGG_MM_PURINE_METABOLISM
PDE1B,KEGG_MM_PURINE_METABOLISM
PDE1C,KEGG_MM_PURINE_METABOLISM
PDE3B,KEGG_MM_PURINE_METABOLISM
PDE4A,KEGG_MM_PURINE_METABOLISM
PDE4B,KEGG_MM_PURINE_METABOLISM
PDE6D,KEGG_MM_PURINE_METABOLISM
PDE7A,KEGG_MM_PURINE_METABOLISM
PDE8A,KEGG_MM_PURINE_METABOLISM
PDE9A,KEGG_MM_PURINE_METABOLISM
PDE6B,KEGG_MM_PURINE_METABOLISM
PDE6G,KEGG_MM_PURINE_METABOLISM
ENPP1,KEGG_MM_PURINE_METABOLISM
PKM,KEGG_MM_PURINE_METABOLISM
PKLR,KEGG_MM_PURINE_METABOLISM
PNP,KEGG_MM_PURINE_METABOLISM
POLA1,KEGG_MM_PURINE_METABOLISM
POLA2,KEGG_MM_PURINE_METABOLISM
POLD1,KEGG_MM_PURINE_METABOLISM
POLD2,KEGG_MM_PURINE_METABOLISM
POLE,KEGG_MM_PURINE_METABOLISM
POLE2,KEGG_MM_PURINE_METABOLISM
PRIM1,KEGG_MM_PURINE_METABOLISM
PRIM2,KEGG_MM_PURINE_METABOLISM
PRPS1,KEGG_MM_PURINE_METABOLISM
POLR1C,KEGG_MM_PURINE_METABOLISM
POLR1B,KEGG_MM_PURINE_METABOLISM
POLR1D,KEGG_MM_PURINE_METABOLISM
POLR1A,KEGG_MM_PURINE_METABOLISM
POLR2A,KEGG_MM_PURINE_METABOLISM
POLR2C,KEGG_MM_PURINE_METABOLISM
POLR2J,KEGG_MM_PURINE_METABOLISM
RRM1,KEGG_MM_PURINE_METABOLISM
RRM2,KEGG_MM_PURINE_METABOLISM
PDE2A,KEGG_MM_PURINE_METABOLISM
ENPP3,KEGG_MM_PURINE_METABOLISM
ADCY2,KEGG_MM_PURINE_METABOLISM
ENTPD3,KEGG_MM_PURINE_METABOLISM
PDE8B,KEGG_MM_PURINE_METABOLISM
POLR3A,KEGG_MM_PURINE_METABOLISM
UOX,KEGG_MM_PURINE_METABOLISM
ADCY5,KEGG_MM_PURINE_METABOLISM
XDH,KEGG_MM_PURINE_METABOLISM
PDE6A,KEGG_MM_PURINE_METABOLISM
GMPS,KEGG_MM_PURINE_METABOLISM
PRUNE,KEGG_MM_PURINE_METABOLISM
AMPD1,KEGG_MM_PURINE_METABOLISM
AK5,KEGG_MM_PURINE_METABOLISM
NPR2,KEGG_MM_PURINE_METABOLISM
NT5C1A,KEGG_MM_PURINE_METABOLISM
PPAT,KEGG_MM_PURINE_METABOLISM
POLR2B,KEGG_MM_PURINE_METABOLISM
PRHOXNB,KEGG_MM_PURINE_METABOLISM
GUCY1A2,KEGG_MM_PURINE_METABOLISM
PFAS,KEGG_MM_PURINE_METABOLISM
PDE4D,KEGG_MM_PURINE_METABOLISM
GUCY1B2,KEGG_MM_PURINE_METABOLISM
IMPDH1,KEGG_MM_PURINE_METABOLISM
IMPDH2,KEGG_MM_PURINE_METABOLISM
NT5E,KEGG_MM_PURINE_METABOLISM
PAPSS1,KEGG_MM_PURINE_METABOLISM
PAPSS2,KEGG_MM_PURINE_METABOLISM
PDE10A,KEGG_MM_PURINE_METABOLISM
PDE11A,KEGG_MM_PURINE_METABOLISM
PDE5A,KEGG_MM_PURINE_METABOLISM
GUCY2F,KEGG_MM_PURINE_METABOLISM
POLR2H,KEGG_MM_PURINE_METABOLISM
POLR3E,KEGG_MM_PURINE_METABOLISM
ADCY10,KEGG_MM_PURINE_METABOLISM
DGUOK,KEGG_MM_PURINE_METABOLISM
TWISTNB,KEGG_MM_PURINE_METABOLISM
PDE7B,KEGG_MM_PURINE_METABOLISM
PRPS1L3,KEGG_MM_PURINE_METABOLISM
RRM2B,KEGG_MM_PURINE_METABOLISM
ADCY1,KEGG_MM_PURINE_METABOLISM
NT5C,KEGG_MM_PURINE_METABOLISM
NUDT5,KEGG_MM_PURINE_METABOLISM
GUCY1B3,KEGG_MM_PURINE_METABOLISM
NME6,KEGG_MM_PURINE_METABOLISM
PDE3A,KEGG_MM_PURINE_METABOLISM
NME4,KEGG_MM_PURINE_METABOLISM
POLE3,KEGG_MM_PURINE_METABOLISM
GUCY1A3,KEGG_MM_PURINE_METABOLISM
POLR1E,KEGG_MM_PURINE_METABOLISM
ZNRD1,KEGG_MM_PURINE_METABOLISM
GMPR,KEGG_MM_PURINE_METABOLISM
ADPRM,KEGG_MM_PURINE_METABOLISM
NUDT2,KEGG_MM_PURINE_METABOLISM
POLR2E,KEGG_MM_PURINE_METABOLISM
POLR2L,KEGG_MM_PURINE_METABOLISM
NTPCR,KEGG_MM_PURINE_METABOLISM
PGM1,KEGG_MM_PURINE_METABOLISM
PNP2,KEGG_MM_PURINE_METABOLISM
POLE4,KEGG_MM_PURINE_METABOLISM
POLR3K,KEGG_MM_PURINE_METABOLISM
PAICS,KEGG_MM_PURINE_METABOLISM
POLR3D,KEGG_MM_PURINE_METABOLISM
ENTPD4,KEGG_MM_PURINE_METABOLISM
POLR3G,KEGG_MM_PURINE_METABOLISM
POLR2G,KEGG_MM_PURINE_METABOLISM
POLD3,KEGG_MM_PURINE_METABOLISM
HDDC3,KEGG_MM_PURINE_METABOLISM
POLR2D,KEGG_MM_PURINE_METABOLISM
POLD4,KEGG_MM_PURINE_METABOLISM
POLR2F,KEGG_MM_PURINE_METABOLISM
POLR3GL,KEGG_MM_PURINE_METABOLISM
POLR2I,KEGG_MM_PURINE_METABOLISM
POLR3F,KEGG_MM_PURINE_METABOLISM
POLR3B,KEGG_MM_PURINE_METABOLISM
NT5C1B,KEGG_MM_PURINE_METABOLISM
PNPT1,KEGG_MM_PURINE_METABOLISM
ENTPD8,KEGG_MM_PURINE_METABOLISM
PGM2,KEGG_MM_PURINE_METABOLISM
NUDT9,KEGG_MM_PURINE_METABOLISM
POLR3C,KEGG_MM_PURINE_METABOLISM
PRPS1L1,KEGG_MM_PURINE_METABOLISM
NME5,KEGG_MM_PURINE_METABOLISM
CANT1,KEGG_MM_PURINE_METABOLISM
NT5C2,KEGG_MM_PURINE_METABOLISM
1190003J15RIK,KEGG_MM_PURINE_METABOLISM
PDE6H,KEGG_MM_PURINE_METABOLISM
AK7,KEGG_MM_PURINE_METABOLISM
POLR3H,KEGG_MM_PURINE_METABOLISM
NME3,KEGG_MM_PURINE_METABOLISM
ALLC,KEGG_MM_PURINE_METABOLISM
CYP1A2,KEGG_MM_CAFFEINE_METABOLISM
CYP2A12,KEGG_MM_CAFFEINE_METABOLISM
CYP2A4,KEGG_MM_CAFFEINE_METABOLISM
CYP2A5,KEGG_MM_CAFFEINE_METABOLISM
NAT1,KEGG_MM_CAFFEINE_METABOLISM
NAT2,KEGG_MM_CAFFEINE_METABOLISM
NAT3,KEGG_MM_CAFFEINE_METABOLISM
UOX,KEGG_MM_CAFFEINE_METABOLISM
XDH,KEGG_MM_CAFFEINE_METABOLISM
GM21685,KEGG_MM_PYRIMIDINE_METABOLISM
LOC100862456,KEGG_MM_PYRIMIDINE_METABOLISM
UPB1,KEGG_MM_PYRIMIDINE_METABOLISM
NT5M,KEGG_MM_PYRIMIDINE_METABOLISM
NT5C3,KEGG_MM_PYRIMIDINE_METABOLISM
DUT,KEGG_MM_PYRIMIDINE_METABOLISM
ENTPD1,KEGG_MM_PYRIMIDINE_METABOLISM
ENTPD6,KEGG_MM_PYRIMIDINE_METABOLISM
ENTPD5,KEGG_MM_PYRIMIDINE_METABOLISM
DCK,KEGG_MM_PYRIMIDINE_METABOLISM
ITPA,KEGG_MM_PYRIMIDINE_METABOLISM
NME7,KEGG_MM_PYRIMIDINE_METABOLISM
NME1,KEGG_MM_PYRIMIDINE_METABOLISM
NME2,KEGG_MM_PYRIMIDINE_METABOLISM
PNP,KEGG_MM_PYRIMIDINE_METABOLISM
POLA1,KEGG_MM_PYRIMIDINE_METABOLISM
POLA2,KEGG_MM_PYRIMIDINE_METABOLISM
POLD1,KEGG_MM_PYRIMIDINE_METABOLISM
POLD2,KEGG_MM_PYRIMIDINE_METABOLISM
POLE,KEGG_MM_PYRIMIDINE_METABOLISM
POLE2,KEGG_MM_PYRIMIDINE_METABOLISM
PRIM1,KEGG_MM_PYRIMIDINE_METABOLISM
PRIM2,KEGG_MM_PYRIMIDINE_METABOLISM
POLR1C,KEGG_MM_PYRIMIDINE_METABOLISM
POLR1B,KEGG_MM_PYRIMIDINE_METABOLISM
POLR1D,KEGG_MM_PYRIMIDINE_METABOLISM
POLR1A,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2A,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2C,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2J,KEGG_MM_PYRIMIDINE_METABOLISM
RRM1,KEGG_MM_PYRIMIDINE_METABOLISM
RRM2,KEGG_MM_PYRIMIDINE_METABOLISM
ENTPD3,KEGG_MM_PYRIMIDINE_METABOLISM
TK1,KEGG_MM_PYRIMIDINE_METABOLISM
POLR3A,KEGG_MM_PYRIMIDINE_METABOLISM
DTYMK,KEGG_MM_PYRIMIDINE_METABOLISM
CMPK2,KEGG_MM_PYRIMIDINE_METABOLISM
TYMS,KEGG_MM_PYRIMIDINE_METABOLISM
UCK1,KEGG_MM_PYRIMIDINE_METABOLISM
UMPS,KEGG_MM_PYRIMIDINE_METABOLISM
UPP1,KEGG_MM_PYRIMIDINE_METABOLISM
NT5C1A,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2B,KEGG_MM_PYRIMIDINE_METABOLISM
TXNRD3,KEGG_MM_PYRIMIDINE_METABOLISM
NT5E,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2H,KEGG_MM_PYRIMIDINE_METABOLISM
TXNRD2,KEGG_MM_PYRIMIDINE_METABOLISM
POLR3E,KEGG_MM_PYRIMIDINE_METABOLISM
TWISTNB,KEGG_MM_PYRIMIDINE_METABOLISM
DCTD,KEGG_MM_PYRIMIDINE_METABOLISM
UPRT,KEGG_MM_PYRIMIDINE_METABOLISM
RRM2B,KEGG_MM_PYRIMIDINE_METABOLISM
TXNRD1,KEGG_MM_PYRIMIDINE_METABOLISM
NT5C,KEGG_MM_PYRIMIDINE_METABOLISM
CTPS,KEGG_MM_PYRIMIDINE_METABOLISM
NME6,KEGG_MM_PYRIMIDINE_METABOLISM
CTPS2,KEGG_MM_PYRIMIDINE_METABOLISM
AK3,KEGG_MM_PYRIMIDINE_METABOLISM
NME4,KEGG_MM_PYRIMIDINE_METABOLISM
DHODH,KEGG_MM_PYRIMIDINE_METABOLISM
TK2,KEGG_MM_PYRIMIDINE_METABOLISM
POLE3,KEGG_MM_PYRIMIDINE_METABOLISM
POLR1E,KEGG_MM_PYRIMIDINE_METABOLISM
DPYS,KEGG_MM_PYRIMIDINE_METABOLISM
ZNRD1,KEGG_MM_PYRIMIDINE_METABOLISM
NUDT2,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2E,KEGG_MM_PYRIMIDINE_METABOLISM
POLR2L,KEGG_MM_PYRIMIDINE_METABOLISM
CMPK1,KEGG_MM_PYRIMIDINE_METABOLISM
